keyword,canonical_form,cluster_id,freq
Circular behaviour,Circular behaviour,Circular behaviour,1
Inner loops,Inner loops,Inner loops,1
Value chain dynamics,Value chain dynamics,Value chain dynamics,1
Urban waste water treatment plant,Urban waste water treatment plant,Urban waste water treatment plant,1
Non-biodegradable waste,Non-biodegradable waste,Non-biodegradable waste,1
green total factor productivity,green total factor productivity,green total factor productivity,1
technological progress,technological progress,technological progress,1
Food and beverage,Food and beverage,Food and beverage,1
glucans,glucans,glucans,1
renewable carbon,renewable carbon,renewable carbon,2
Post-consumer textile waste management,Post-consumer textile waste management,Post-consumer textile waste management,1
challenge,challenge,challenge,1
construction waste (CW),construction waste (CW),construction waste (CW),1
double transition,double transition,double transition,1
economic security,economic security,economic security,3
import dependence,import dependence,import dependence,1
patent statistics,patent statistics,patent statistics,1
resource sovereignty,resource sovereignty,resource sovereignty,1
Feeding substrates,Feeding substrates,Feeding substrates,1
"Insect farming, Tenebrio molitor","Insect farming, Tenebrio molitor","Insect farming, Tenebrio molitor",1
Sustainable protein source,Sustainable protein source,Sustainable protein source,2
Biogas storage,Biogas storage,Biogas storage,1
DIIM,DIIM,DIIM,1
Restoration strategy,Restoration strategy,Restoration strategy,1
Vulnerability optimization,Vulnerability optimization,Vulnerability optimization,1
decomposition,decomposition,decomposition,2
lifetime,lifetime,lifetime,2
polyamide 12,polyamide 12,polyamide 12,1
reuse of carbon fiber composites,reuse of carbon fiber composites,reuse of carbon fiber composites,1
chlorophyll fluorescence,chlorophyll fluorescence,chlorophyll fluorescence,1
LUE,LUE,LUE,1
metabolomics,metabolomics,metabolomics,5
physiology,physiology,physiology,1
Metal coordination,Metal coordination,Metal coordination,1
Recovery of valuable metals,Recovery of valuable metals,Recovery of valuable metals,1
Solar-driven,Solar-driven,Solar-driven,1
South East Asia,South East Asia,South East Asia,1
sulfuric acid,sulfuric acid,sulfuric acid,1
Green sorbents,Green sorbents,Green sorbents,1
Natural adsorbents,Natural adsorbents,Natural adsorbents,1
Synthetic adsorbents,Synthetic adsorbents,Synthetic adsorbents,1
Controlled environment agriculture,Controlled environment agriculture,Controlled environment agriculture,2
Circular economy in olive oil industry,Circular economy in olive oil industry,Circular economy in olive oil industry,1
Greek olive oil companies,Greek olive oil companies,Greek olive oil companies,1
Near East and North Africa (NENA),Near East and North Africa (NENA),Near East and North Africa (NENA),1
Optimization modelling,Optimization modelling,Optimization modelling,1
bread,bread,bread,3
flaxseed marc,flaxseed marc,flaxseed marc,1
Digital image processing,Digital image processing,Digital image processing,1
Instance segmentation,Instance segmentation,Instance segmentation,1
Sensor-based material flow characterization,Sensor-based material flow characterization,Sensor-based material flow characterization,5
ADDIE model,ADDIE model,ADDIE model,1
Competency-based learning,Competency-based learning,Competency-based learning,1
distance education,distance education,distance education,1
e-learning,e-learning,e-learning,2
post COVID-19,post COVID-19,post COVID-19,1
sustainable manufacturing systems,sustainable manufacturing systems,sustainable manufacturing systems,1
Façade,Façade,Façade,3
Design of experiment,Design of experiment,Design of experiment,5
Recycled carbon fibre,Recycled carbon fibre,Recycled carbon fibre,1
Co-occurrence analysis,Co-occurrence analysis,Co-occurrence analysis,2
Policy assessment,Policy assessment,Policy assessment,2
Food-derived waste,Food-derived waste,Food-derived waste,1
cross-linking,cross-linking,cross-linking,1
removal,removal,removal,1
Biohydogen,Biohydogen,Biohydogen,1
Confectionary industry WW,Confectionary industry WW,Confectionary industry WW,1
Organic loading,Organic loading,Organic loading,1
Afforestation,Afforestation,Afforestation,1
Cosmetic packaging,Cosmetic packaging,Cosmetic packaging,1
End-of-life returns,End-of-life returns,End-of-life returns,1
EOL cosmetics,EOL cosmetics,EOL cosmetics,1
Incentive schemes,Incentive schemes,Incentive schemes,1
Return behavior,Return behavior,Return behavior,1
Bitumen modifier,Bitumen modifier,Bitumen modifier,1
Gasoline,Gasoline,Gasoline,1
Gasoline fractions,Gasoline fractions,Gasoline fractions,1
Industry hybrid regulation,Industry hybrid regulation,Industry hybrid regulation,1
Industry self-regulation,Industry self-regulation,Industry self-regulation,1
Resource loops,Resource loops,Resource loops,2
Decarbonization divide,Decarbonization divide,Decarbonization divide,1
Modern slavery,Modern slavery,Modern slavery,1
Herbal immunostimulants,Herbal immunostimulants,Herbal immunostimulants,1
Adaptive neuro-fuzzy inference systems,Adaptive neuro-fuzzy inference systems,Adaptive neuro-fuzzy inference systems,1
Chemometric,Chemometric,Chemometric,1
Nano metal oxide,Nano metal oxide,Nano metal oxide,1
recycled fiber,recycled fiber,recycled fiber,1
resin,resin,resin,2
wastepaper,wastepaper,wastepaper,2
wet strength,wet strength,wet strength,1
eco-friendly process,eco-friendly process,eco-friendly process,2
lignin nanoparticles,lignin nanoparticles,lignin nanoparticles,1
organosolv process,organosolv process,organosolv process,1
top-down lignin-based approach,top-down lignin-based approach,top-down lignin-based approach,1
water steam explosion pretreatment,water steam explosion pretreatment,water steam explosion pretreatment,1
Consumerism,Consumerism,Consumerism,2
Earth-abundant Metals,Earth-abundant Metals,Earth-abundant Metals,1
Plastics Waste,Plastics Waste,Plastics Waste,1
Livestock breeding,Livestock breeding,Livestock breeding,1
Hydrometallurgical recycling,Hydrometallurgical recycling,Hydrometallurgical recycling,1
lithium-ion battery (LIB) recycling,lithium-ion battery (LIB) recycling,lithium-ion battery (LIB) recycling,1
Pyrometallurgical recycling,Pyrometallurgical recycling,Pyrometallurgical recycling,2
Total cost of ownership (TCO) analysis,Total cost of ownership (TCO) analysis,Total cost of ownership (TCO) analysis,1
clay mineral,clay mineral,clay mineral,1
photothermal catalysis,photothermal catalysis,photothermal catalysis,1
plasmon,plasmon,plasmon,1
Culture Based Development (CBD),Culture Based Development (CBD),Culture Based Development (CBD),1
expressive behaviour,expressive behaviour,expressive behaviour,1
Circularity design,Circularity design,Circularity design,1
Life cycle engineering,Life cycle engineering,Life cycle engineering,3
Systemic thinking,Systemic thinking,Systemic thinking,1
Urban factory,Urban factory,Urban factory,1
Biological compounds,Biological compounds,Biological compounds,1
Gut contents,Gut contents,Gut contents,1
Cross-kingdom microbial consortia,Cross-kingdom microbial consortia,Cross-kingdom microbial consortia,1
Electron donor,Electron donor,Electron donor,1
Fungi yeast,Fungi yeast,Fungi yeast,1
Medium-chain fatty acid,Medium-chain fatty acid,Medium-chain fatty acid,1
climate change policy,climate change policy,climate change policy,1
integrated assessment models,integrated assessment models,integrated assessment models,1
technology evolution,technology evolution,technology evolution,1
Emission characteristic,Emission characteristic,Emission characteristic,1
Chemical reaction mechanisms,Chemical reaction mechanisms,Chemical reaction mechanisms,1
High strength concrete microstructure,High strength concrete microstructure,High strength concrete microstructure,1
Waste brick powder,Waste brick powder,Waste brick powder,1
Waste ceramic powder,Waste ceramic powder,Waste ceramic powder,1
Circular Building,Circular Building,Circular Building,1
Digital Twin,Digital Twin,Digital Twin,1
Sustainable Building,Sustainable Building,Sustainable Building,1
Biogenic residues,Biogenic residues,Biogenic residues,1
Datadriven analysis,Datadriven analysis,Datadriven analysis,1
High-density polyethylene,High-density polyethylene,High-density polyethylene,2
Polymer characterization,Polymer characterization,Polymer characterization,1
Post-consumer recyclate (PCR),Post-consumer recyclate (PCR),Post-consumer recyclate (PCR),1
Equilibrium modelling,Equilibrium modelling,Equilibrium modelling,1
2-Nitrophenol removal,2-Nitrophenol removal,2-Nitrophenol removal,1
Contaminated biomass,Contaminated biomass,Contaminated biomass,1
Alternative acoustic material,Alternative acoustic material,Alternative acoustic material,1
Animal-based waste,Animal-based waste,Animal-based waste,1
Cadmium removal,Cadmium removal,Cadmium removal,1
Extracts,Extracts,Extracts,1
Resistance,Resistance,Resistance,2
Water demand,Water demand,Water demand,1
Actual wastewater,Actual wastewater,Actual wastewater,1
Dye effluents,Dye effluents,Dye effluents,1
3-Ply face mask,3-Ply face mask,3-Ply face mask,1
Waste-to-energy pathway,Waste-to-energy pathway,Waste-to-energy pathway,1
activated carbon,activated carbon,activated carbon,9
bioadsorbent,bioadsorbent,bioadsorbent,2
chemical activation,chemical activation,chemical activation,3
carbon dioxide (CO<sub>2</sub>) emissions,carbon dioxide (CO<sub>2</sub>) emissions,carbon dioxide (CO<sub>2</sub>) emissions,1
methane (CH<sub>4</sub>) emissions,methane (CH<sub>4</sub>) emissions,methane (CH<sub>4</sub>) emissions,1
nitrous oxide (N<sub>2</sub>O) emissions,nitrous oxide (N<sub>2</sub>O) emissions,nitrous oxide (N<sub>2</sub>O) emissions,1
Alternative protein resource,Alternative protein resource,Alternative protein resource,1
Brewery waste,Brewery waste,Brewery waste,3
Palaemonidae,Palaemonidae,Palaemonidae,1
Scotland,Scotland,Scotland,1
Incubation time,Incubation time,Incubation time,1
Macroplastics,Macroplastics,Macroplastics,3
Rural soils,Rural soils,Rural soils,1
Orange by-products,Orange by-products,Orange by-products,1
Co(II),Co(II),Co(II),1
nanofiber,nanofiber,nanofiber,1
additive material,additive material,additive material,1
repair mortar,repair mortar,repair mortar,1
wheel cleaning sludge,wheel cleaning sludge,wheel cleaning sludge,1
CNSL,CNSL,CNSL,1
Eco-friendly adhesive,Eco-friendly adhesive,Eco-friendly adhesive,1
Formaldehyde emission,Formaldehyde emission,Formaldehyde emission,1
building and construction,building and construction,building and construction,3
climate policy,climate policy,climate policy,6
biological properties,biological properties,biological properties,2
waste revaluation,waste revaluation,waste revaluation,1
Antibiotic resistance genes,Antibiotic resistance genes,Antibiotic resistance genes,3
Influencing mechanisms,Influencing mechanisms,Influencing mechanisms,1
Soil-vegetable system,Soil-vegetable system,Soil-vegetable system,1
bioenergy production,bioenergy production,bioenergy production,3
Chemical leasing,Chemical leasing,Chemical leasing,2
Hazardous chemicals,Hazardous chemicals,Hazardous chemicals,1
Sustainable business networks,Sustainable business networks,Sustainable business networks,3
Packaging film,Packaging film,Packaging film,1
olive leaves,olive leaves,olive leaves,3
Reusable packaging systems,Reusable packaging systems,Reusable packaging systems,1
Upstream innovation,Upstream innovation,Upstream innovation,1
SOM molecular composition,SOM molecular composition,SOM molecular composition,1
carbon monoxide,carbon monoxide,carbon monoxide,2
catalytic reactor,catalytic reactor,catalytic reactor,1
electrode production,electrode production,electrode production,1
manganese-ferrite catalyst,manganese-ferrite catalyst,manganese-ferrite catalyst,1
zeolite-clinoptilolite,zeolite-clinoptilolite,zeolite-clinoptilolite,1
E-product,E-product,E-product,1
Formalization,Formalization,Formalization,1
Small island developing states (SIDS),Small island developing states (SIDS),Small island developing states (SIDS),1
Differential game,Differential game,Differential game,3
Platform power,Platform power,Platform power,1
Sales mode,Sales mode,Sales mode,1
p-nitrophenol,p-nitrophenol,p-nitrophenol,1
Waste pea peels,Waste pea peels,Waste pea peels,1
ChatGPT,ChatGPT,ChatGPT,1
BSRW,BSRW,BSRW,1
Residual organic waste,Residual organic waste,Residual organic waste,1
On-site treatment,On-site treatment,On-site treatment,2
Refugee camps,Refugee camps,Refugee camps,1
Waste sampling,Waste sampling,Waste sampling,1
